"subject" "activity" "V1" "NA"
0.25462086 "WALKING" 10 -0.032214713
0.25466219 "SITTING" 26 -0.00073234366
0.25468956 "WALKING" 17 -0.036919125
0.25477841 "WALKING" 2 -0.033032031
0.25480481 "WALKING" 3 0.0072181978
0.25482202 "WALKING_UPSTAIRS" 5 0.0066358575
0.25486723 "WALKING" 1 0.0038147234
0.25486767 "LAYING" 24 -0.017041987
0.25487923 "WALKING_UPSTAIRS" 3 0.0098186253
0.25491199 "WALKING_UPSTAIRS" 25 -0.03863334
0.25494199 "WALKING_UPSTAIRS" 26 -0.041256912
0.25499622 "WALKING" 3 -0.054201115
0.25500567 "WALKING_UPSTAIRS" 13 -0.063988588
0.25509959 "LAYING" 7 -0.023239984
0.25512329 "WALKING" 24 -0.034133103
0.25516719 "WALKING_UPSTAIRS" 25 -0.096175499
0.25520113 "WALKING" 4 0.011061827
0.25522157 "LAYING" 21 -0.018993775
0.25522432 "WALKING_UPSTAIRS" 9 0.021098662
0.25525817 "WALKING" 8 -0.051533081
0.25530919 "LAYING" 28 -0.021634631
0.25532301 "WALKING_UPSTAIRS" 10 0.05914564
0.25537804 "WALKING_UPSTAIRS" 6 0.0031689492
0.25539558 "WALKING_UPSTAIRS" 9 -0.012916275
0.25541007 "STANDING" 28 -0.048320925
0.25541232 "WALKING_DOWNSTAIRS" 22 -0.025733479
0.25542045 "LAYING" 28 -0.020668871
0.25545245 "LAYING" 29 -0.01506581
0.25546757 "WALKING" 7 -0.023268334
0.25546822 "WALKING" 1 0.021219063
0.25547623 "WALKING_DOWNSTAIRS" 12 -0.030445042
0.25552393 "LAYING" 7 -0.01601591
0.25553983 "WALKING" 4 -0.025850438
0.25560091 "STANDING" 23 -0.022307839
0.25560118 "WALKING_UPSTAIRS" 27 -0.021905514
0.25560634 "WALKING_DOWNSTAIRS" 20 -0.028408804
0.25562375 "LAYING" 18 -0.018223336
0.25569997 "LAYING" 29 -0.015952072
0.25577194 "SITTING" 22 -0.012208856
0.25584075 "WALKING" 1 -0.064550029
0.25588817 "WALKING" 18 -0.032539155
0.25589067 "LAYING" 12 -0.035868564
0.25596857 "LAYING" 4 -0.0074210551
0.25599227 "WALKING_UPSTAIRS" 14 0.061575174
0.25600381 "STANDING" 3 -0.050236136
0.25607628 "SITTING" 22 -0.0023080601
0.25607731 "SITTING" 17 -0.014025435
0.25608774 "WALKING_UPSTAIRS" 29 -0.11542223
0.25612513 "LAYING" 5 -0.013191967
0.25613774 "WALKING_UPSTAIRS" 23 0.065004054
0.25613926 "STANDING" 10 0.017335257
0.25615433 "SITTING" 5 -0.034265946
0.25615464 "WALKING_UPSTAIRS" 2 0.03261012
0.2562091 "WALKING" 21 -0.020442023
0.25621509 "WALKING" 10 0.0006982017
0.25624543 "LAYING" 22 -0.019400611
0.25629876 "LAYING" 21 -0.020837853
0.25631314 "WALKING_UPSTAIRS" 2 -0.016422148
0.25632946 "WALKING_UPSTAIRS" 29 -0.016919589
0.25637282 "WALKING_DOWNSTAIRS" 18 -0.034423113
0.25638168 "WALKING_DOWNSTAIRS" 29 0.0004279319
0.25638585 "LAYING" 28 -0.029976239
0.2563942 "WALKING_UPSTAIRS" 2 -0.012968956
0.25639508 "WALKING_UPSTAIRS" 16 -0.007225333
0.25642113 "WALKING_UPSTAIRS" 12 -0.034675074
0.25643104 "LAYING" 20 -0.017199647
0.25643361 "WALKING" 3 -0.019301241
0.2564575 "WALKING_DOWNSTAIRS" 26 -0.029575517
0.25646164 "WALKING" 14 0.013878935
0.25646467 "LAYING" 20 -0.01646121
0.25650293 "LAYING" 20 -0.016715755
0.25651512 "LAYING" 3 -0.014986371
0.25652445 "WALKING" 8 -0.017428216
0.25653771 "LAYING" 25 -0.029895881
0.25654019 "LAYING" 9 -0.013108067
0.25657896 "LAYING" 3 -0.027865744
0.25660059 "WALKING_DOWNSTAIRS" 27 0.013215915
0.2566248 "SITTING" 9 -0.035374038
0.2566357 "WALKING_DOWNSTAIRS" 8 -0.032893207
0.25664044 "WALKING_DOWNSTAIRS" 29 -0.02201855
0.25667789 "WALKING" 17 -0.023119054
0.25673996 "WALKING" 14 -0.036576866
0.25678902 "WALKING" 23 0.0052658949
0.25681262 "WALKING_UPSTAIRS" 23 0.078555014
0.25684619 "STANDING" 8 -0.046043575
0.25687524 "WALKING_DOWNSTAIRS" 8 -0.0014017515
0.25688099 "WALKING" 6 0.00055764311
0.2569044 "WALKING_DOWNSTAIRS" 7 -0.036623068
0.25692147 "WALKING" 26 -0.026814221
0.25692753 "WALKING" 9 -0.077237772
0.256935 "WALKING" 1 -0.010577401
0.25694564 "WALKING" 4 0.0054141258
0.25703925 "STANDING" 10 0.022299485
0.2571054 "WALKING" 23 -0.028949789
0.25717778 "STANDING" 2 -0.02328523
0.25720873 "LAYING" 2 -0.018170348
0.25733872 "WALKING" 11 -0.033566264
0.25736029 "WALKING" 24 -0.027208923
0.25737625 "WALKING" 18 -0.029885821
0.25738042 "WALKING_UPSTAIRS" 6 -0.1152133
0.25739351 "LAYING" 26 -0.013051668
0.25742269 "LAYING" 24 -0.018902842
0.25743235 "WALKING" 25 -0.0088312785
0.25743736 "WALKING" 16 -0.0078094305
0.25744506 "WALKING_UPSTAIRS" 12 -0.0086744608
0.25745284 "WALKING_UPSTAIRS" 1 -0.04335044
0.2574765 "LAYING" 1 -0.41386534
0.2574824 "LAYING" 22 -0.0091744678
0.25749172 "LAYING" 20 -0.015533183
0.25749879 "LAYING" 24 -0.01376124
0.25751297 "LAYING" 7 -0.015254635
0.25756859 "STANDING" 4 0.020305323
0.25761226 "LAYING" 14 -0.022177194
0.25761891 "LAYING" 28 -0.021975701
0.25762191 "SITTING" 20 0.02340839
0.25765629 "WALKING_UPSTAIRS" 12 -0.015644167
0.25766821 "WALKING_UPSTAIRS" 30 -0.11601851
0.25768621 "WALKING" 20 0.0026938709
0.25768931 "WALKING_UPSTAIRS" 11 -0.017892326
0.25771178 "WALKING_UPSTAIRS" 21 -0.018159936
0.25774084 "WALKING" 13 -0.0019189422
0.25774313 "LAYING" 26 -0.016918232
0.25776743 "WALKING_UPSTAIRS" 26 -0.016345321
0.25777446 "WALKING_DOWNSTAIRS" 30 -0.03150215
0.25779981 "LAYING" 4 -0.016095206
0.25782993 "WALKING" 13 -0.021371097
0.25783559 "STANDING" 17 -0.034015812
0.25792974 "WALKING" 11 -0.0093535748
0.25794965 "LAYING" 26 -0.021725673
0.25796257 "WALKING" 15 -0.020774291
0.25796959 "WALKING_DOWNSTAIRS" 21 -0.017510466
0.25798684 "WALKING" 30 -0.0010034132
0.25798766 "LAYING" 10 -0.015176508
0.25801452 "STANDING" 15 -0.035617422
0.25802608 "WALKING_UPSTAIRS" 25 0.030092957
0.25805999 "WALKING" 6 0.018210964
0.25818432 "STANDING" 14 -0.026189355
0.25819362 "LAYING" 26 -0.01745417
0.25819936 "STANDING" 15 -0.036770204
0.25824156 "WALKING" 23 -0.042969194
0.25825975 "WALKING_DOWNSTAIRS" 13 -0.050961678
0.25828845 "WALKING" 22 -7.2390993e-05
0.25830591 "WALKING" 11 -0.016344498
0.25833456 "WALKING_UPSTAIRS" 21 0.041019846
0.25836397 "WALKING" 25 0.0016795929
0.25840063 "WALKING_DOWNSTAIRS" 16 -0.039324378
0.25841772 "WALKING" 3 -0.018317884
0.25847462 "WALKING" 7 -0.013647697
0.25851824 "WALKING_DOWNSTAIRS" 5 -0.037158751
0.25851994 "WALKING" 28 0.015859976
0.25852495 "STANDING" 23 -0.025933213
0.25854289 "LAYING" 7 -0.019928876
0.25854868 "LAYING" 2 -0.032957509
0.25856086 "WALKING_UPSTAIRS" 12 -0.009937859
0.25856102 "LAYING" 19 -0.017321755
0.25857072 "LAYING" 30 -0.015437657
0.2585716 "STANDING" 14 -0.029575315
0.25857456 "WALKING" 6 -0.0478389
0.25858716 "WALKING" 24 -0.006958461
0.25859562 "WALKING" 6 0.048193488
0.2586033 "WALKING_DOWNSTAIRS" 4 0.012907529
0.25863904 "WALKING_UPSTAIRS" 8 -0.077913002
0.2586773 "LAYING" 9 -0.011112148
0.25870172 "STANDING" 6 -0.040692599
0.25870292 "LAYING" 19 -0.02001771
0.25872293 "WALKING" 7 -0.047532939
0.258736 "WALKING_UPSTAIRS" 9 -0.016602169
0.25875116 "WALKING_UPSTAIRS" 9 -0.018484632
0.25876367 "LAYING" 12 -0.01626524
0.2587649 "LAYING" 17 -0.046886268
0.25878924 "STANDING" 5 -0.0043530319
0.25883749 "WALKING" 4 -0.0069610662
0.25884018 "LAYING" 22 -0.01861157
0.2588853 "LAYING" 10 -0.017582984
0.2589079 "WALKING_UPSTAIRS" 20 -0.045036337
0.25892099 "WALKING_UPSTAIRS" 26 -0.025967425
0.25894125 "WALKING" 5 0.0001826645
0.25894465 "WALKING" 13 -0.033092873
0.25897087 "LAYING" 18 -0.019989935
0.25897846 "LAYING" 21 -0.019969073
0.25900074 "LAYING" 10 -0.015235409
0.2590081 "LAYING" 15 -0.016416574
0.25902502 "WALKING" 11 -0.035540578
0.25903815 "LAYING" 4 -0.015621731
0.25906729 "WALKING" 24 -0.024949996
0.25907798 "LAYING" 26 -0.016356996
0.2591151 "LAYING" 1 -0.017985103
0.25912101 "LAYING" 18 -0.020214029
0.25913029 "LAYING" 17 -0.016490172
0.25913867 "LAYING" 14 -0.02337111
0.25913966 "WALKING_DOWNSTAIRS" 5 -0.017753991
0.25915263 "WALKING_UPSTAIRS" 26 0.017585122
0.25916118 "LAYING" 7 -0.01755901
0.25917205 "LAYING" 25 -0.016699302
0.25917245 "WALKING" 24 -0.0084079199
0.25917503 "WALKING_UPSTAIRS" 13 -0.020752164
0.25924966 "LAYING" 3 -0.010370885
0.25926263 "WALKING" 9 0.0012913056
0.25926686 "WALKING" 11 -0.031281822
0.25927691 "WALKING_UPSTAIRS" 15 -0.0016569318
0.25930825 "WALKING_DOWNSTAIRS" 25 -0.07693859
0.25932632 "LAYING" 21 -0.024585795
0.25938754 "LAYING" 23 -0.019711636
0.25947524 "LAYING" 16 -0.014652592
0.25948091 "LAYING" 17 -0.021802651
0.2595142 "SITTING" 24 -0.0049351461
0.25953975 "WALKING_DOWNSTAIRS" 2 0.0055178016
0.25955873 "STANDING" 4 0.0046596569
0.25958788 "LAYING" 7 -0.023866469
0.25960146 "WALKING" 7 -0.01409958
0.25960382 "WALKING_UPSTAIRS" 1 -0.018097161
0.25965093 "WALKING" 8 0.011959975
0.25965798 "WALKING" 17 -0.00085060357
0.25967646 "LAYING" 28 -0.019761589
0.25968094 "LAYING" 5 -0.014541919
0.25968372 "LAYING" 24 -0.0084431521
0.25969449 "WALKING_UPSTAIRS" 16 -0.02098832
0.2597085 "WALKING_UPSTAIRS" 13 -0.027062604
0.2597209 "WALKING_UPSTAIRS" 24 -0.030785936
0.25972893 "LAYING" 9 0.0033644719
0.25980406 "LAYING" 27 -0.019711231
0.2598168 "LAYING" 11 -0.014419191
0.25982635 "WALKING" 25 -0.022084364
0.25985111 "LAYING" 21 -0.020304995
0.25987278 "LAYING" 26 -0.015972179
0.25987765 "LAYING" 24 -0.018915007
0.25987908 "LAYING" 23 -0.019430623
0.25994561 "WALKING" 28 -0.034686959
0.25994947 "WALKING_DOWNSTAIRS" 1 -0.022679831
0.26000493 "WALKING_DOWNSTAIRS" 28 -0.033717866
0.26001212 "WALKING_UPSTAIRS" 1 -0.030019182
0.26001824 "SITTING" 16 -0.0084910473
0.26002445 "WALKING_UPSTAIRS" 28 0.0016781507
0.26005733 "LAYING" 16 -0.04038219
0.26005764 "WALKING_DOWNSTAIRS" 3 -0.05318923
0.26006667 "STANDING" 21 -0.019152327
0.26008257 "LAYING" 15 -0.018065317
0.26011522 "WALKING_UPSTAIRS" 4 -0.009225646
0.26012783 "WALKING_DOWNSTAIRS" 2 -0.020200821
0.26015523 "WALKING" 21 -0.040401299
0.2601817 "STANDING" 23 -0.023574513
0.26018564 "LAYING" 21 -0.020040608
0.26021014 "SITTING" 4 0.065940955
0.26021642 "LAYING" 15 -0.016238242
0.26025246 "SITTING" 6 -0.019358373
0.26027873 "WALKING_UPSTAIRS" 30 0.00081264979
0.26030422 "WALKING_DOWNSTAIRS" 15 -0.029671894
0.26030918 "WALKING" 4 -0.011686588
0.26034404 "WALKING_UPSTAIRS" 1 -0.03367069
0.2603794 "WALKING" 13 -0.02887385
0.2604649 "WALKING" 21 -0.01742974
0.26047972 "STANDING" 5 -0.032310015
0.2604804 "WALKING" 4 -0.015305432
0.26048943 "WALKING_DOWNSTAIRS" 13 -0.031605745
0.26049931 "WALKING_DOWNSTAIRS" 3 -0.016522642
0.26051905 "SITTING" 3 0.0098193055
0.26060306 "SITTING" 17 -0.030694969
0.26060692 "WALKING" 17 -0.023035788
0.26063255 "LAYING" 6 -0.015503009
0.26064491 "LAYING" 23 -0.023579166
0.26064856 "WALKING_DOWNSTAIRS" 13 -0.033737127
0.26068879 "WALKING" 27 -0.048556909
0.26069881 "WALKING_DOWNSTAIRS" 22 0.0056394998
0.2607563 "WALKING" 6 -0.034362473
0.26076161 "STANDING" 1 -0.035370696
0.26077756 "WALKING" 24 -0.065863682
0.26084483 "WALKING" 16 -0.010898746
0.26084534 "WALKING_DOWNSTAIRS" 22 -0.016196215
0.26085696 "WALKING" 27 -0.023053323
0.26086953 "WALKING" 2 -0.015550952
0.26088341 "WALKING_DOWNSTAIRS" 21 -0.044814456
0.26089738 "LAYING" 24 -0.017321776
0.26091345 "WALKING_DOWNSTAIRS" 25 0.02726256
0.26092893 "WALKING_DOWNSTAIRS" 14 -0.045040056
0.26093585 "WALKING" 4 -0.0093436512
0.260936 "SITTING" 28 -0.013864752
0.26095998 "WALKING_UPSTAIRS" 10 -0.033488133
0.26097364 "WALKING_DOWNSTAIRS" 1 0.0051912105
0.26097705 "WALKING" 9 -0.012040857
0.26097738 "WALKING_UPSTAIRS" 15 -0.070693963
0.26097971 "LAYING" 11 -0.014844616
0.26098042 "LAYING" 23 -0.016978053
0.26099022 "WALKING" 17 -0.032443403
0.26099798 "WALKING" 18 -0.014310865
0.26101804 "LAYING" 25 0.094466922
0.26101928 "WALKING_UPSTAIRS" 25 -0.028294916
0.26102045 "WALKING_UPSTAIRS" 28 -0.021195874
0.2610487 "WALKING_UPSTAIRS" 26 -0.027442861
0.26104953 "STANDING" 21 -0.029299325
0.26105522 "WALKING_UPSTAIRS" 4 -0.024170981
0.26105771 "WALKING_UPSTAIRS" 7 -0.027986949
0.26108077 "WALKING" 1 -0.015635621
0.26110829 "WALKING" 20 -0.0091733464
0.2611185 "LAYING" 7 -0.048375578
0.26112462 "LAYING" 8 -0.022178978
0.26112918 "WALKING" 4 -0.049985729
0.26113244 "STANDING" 21 -0.021972163
0.26113838 "SITTING" 12 0.015878429
0.26114957 "WALKING" 22 -0.00028830412
0.26117905 "WALKING" 14 -0.02512723
0.26119037 "LAYING" 6 -0.017157502
0.26119716 "WALKING_UPSTAIRS" 16 -0.033559536
0.26123989 "SITTING" 30 -0.03006989
0.26126791 "WALKING" 13 -0.019673053
0.2612768 "SITTING" 5 0.015786385
0.26128319 "WALKING_UPSTAIRS" 30 -0.027915607
0.26129094 "LAYING" 16 -0.0094417311
0.26131121 "SITTING" 15 -0.0074096545
0.26131547 "WALKING" 25 -0.026412696
0.26136131 "STANDING" 14 -0.021121389
0.26138131 "LAYING" 25 0.052578022
0.26141234 "WALKING_UPSTAIRS" 21 -0.054718174
0.261458 "WALKING" 19 -0.010131983
0.26147751 "LAYING" 20 -0.015337117
0.26149147 "WALKING_UPSTAIRS" 2 -0.040122792
0.26151816 "LAYING" 19 -0.016158823
0.2615432 "WALKING_UPSTAIRS" 8 -0.095540278
0.26154755 "LAYING" 19 -0.019560867
0.26155513 "LAYING" 13 -0.0052242066
0.26155966 "LAYING" 12 -0.015902324
0.26156636 "WALKING_DOWNSTAIRS" 2 -0.020792241
0.26156848 "WALKING_DOWNSTAIRS" 24 -0.0065645739
0.26157879 "STANDING" 8 -0.029301916
0.26158255 "WALKING" 19 -0.0073747919
0.26158945 "WALKING" 4 -0.022160746
0.26160157 "WALKING_DOWNSTAIRS" 13 -0.0096823471
0.26160863 "WALKING_DOWNSTAIRS" 2 -0.073315382
0.26162861 "LAYING" 27 -0.019582996
0.26163607 "WALKING" 18 0.0041905888
0.26163924 "WALKING" 20 -0.0078059903
0.2616735 "LAYING" 19 -0.017775903
0.26170209 "WALKING_DOWNSTAIRS" 4 0.0098124347
0.26172554 "LAYING" 14 -0.014922868
0.26173982 "WALKING" 2 -0.016742272
0.26179698 "WALKING_UPSTAIRS" 9 -0.012007123
0.26182517 "WALKING_DOWNSTAIRS" 23 -0.014343607
0.26184609 "SITTING" 3 0.012139631
0.26184852 "WALKING_UPSTAIRS" 29 0.011323433
0.26184945 "WALKING_UPSTAIRS" 9 -0.060782036
0.26185921 "LAYING" 15 -0.018528765
0.26186166 "WALKING_DOWNSTAIRS" 10 -0.03211347
0.26186312 "LAYING" 28 -0.024827966
0.26186491 "WALKING_UPSTAIRS" 11 -0.03083463
0.26190329 "SITTING" 26 -0.023613862
0.2619115 "LAYING" 24 -0.018955833
0.26191506 "WALKING" 16 -0.0053503208
0.26192646 "WALKING" 5 -0.008083593
0.26193321 "WALKING_UPSTAIRS" 23 -0.041950147
0.26194001 "WALKING_DOWNSTAIRS" 13 -0.037470497
0.26195896 "LAYING" 7 -0.028275598
0.26196529 "WALKING_DOWNSTAIRS" 8 -0.0089623283
0.2620172 "WALKING_UPSTAIRS" 30 -0.022353037
0.26202399 "LAYING" 21 -0.018711349
0.2620264 "WALKING_DOWNSTAIRS" 25 -0.052642183
0.26202918 "WALKING_DOWNSTAIRS" 24 -0.033931785
0.26206247 "WALKING_UPSTAIRS" 9 -0.040443387
0.26207188 "STANDING" 17 -0.019060246
0.26208779 "LAYING" 24 -0.017950341
0.26209414 "WALKING" 21 -0.027932071
0.26211586 "WALKING_UPSTAIRS" 16 -0.0031463971
0.26211696 "SITTING" 17 -0.028114804
0.26212848 "STANDING" 16 -0.025578874
0.2621316 "SITTING" 19 -0.023146262
0.26213538 "LAYING" 17 -0.023917641
0.26214922 "LAYING" 17 -0.029113169
0.26215272 "WALKING_UPSTAIRS" 24 0.0032359481
0.2621541 "WALKING" 14 -0.005682242
0.26215973 "WALKING" 12 -0.028806922
0.26216154 "WALKING" 27 -0.0019382889
0.26216892 "WALKING_UPSTAIRS" 17 -0.036750308
0.26217134 "SITTING" 24 -0.005486028
0.26217511 "SITTING" 3 -0.062819481
0.26221891 "LAYING" 28 -0.032744717
0.26222243 "WALKING" 2 -0.015316616
0.26222974 "WALKING_UPSTAIRS" 3 -0.016215127
0.26223937 "LAYING" 17 -0.024958719
0.26226494 "LAYING" 17 -0.0025509553
0.26226744 "SITTING" 24 -0.0042714976
0.26227624 "LAYING" 28 -0.037320175
0.26227631 "WALKING_UPSTAIRS" 25 -0.033745239
0.26227824 "WALKING" 4 -0.057349042
0.26228477 "LAYING" 21 -0.01953262
0.2622916 "LAYING" 18 -0.013842243
0.26230284 "WALKING_UPSTAIRS" 24 0.0059271721
0.26232704 "WALKING" 23 -0.011400061
0.26232825 "STANDING" 2 -0.023257054
0.26233524 "LAYING" 21 -0.016571156
0.26234225 "WALKING" 21 -0.016215306
0.26234352 "SITTING" 17 -0.03203151
0.26235586 "LAYING" 17 -0.023551744
0.26236172 "WALKING" 30 -0.0079525187
0.26236793 "WALKING_UPSTAIRS" 6 -0.010434777
0.26237074 "SITTING" 24 -0.019756056
0.26237218 "WALKING" 19 -0.052171622
0.26238254 "LAYING" 2 -0.020021626
0.26238894 "LAYING" 4 -0.017120727
0.26242278 "WALKING" 5 0.016056249
0.26244444 "LAYING" 10 -0.012314203
0.26248578 "WALKING_UPSTAIRS" 3 -0.029029148
0.26249881 "WALKING" 16 -0.038666086
0.26253047 "WALKING_DOWNSTAIRS" 16 0.021230462
0.26253473 "LAYING" 8 -0.025469552
0.26253657 "WALKING_DOWNSTAIRS" 30 -0.013938302
0.26254635 "LAYING" 10 -0.016217113
0.26256477 "STANDING" 17 -0.039041682
0.26256997 "STANDING" 28 -0.031252261
0.26258484 "LAYING" 18 -0.018285091
0.26259225 "WALKING_UPSTAIRS" 29 -0.0081501065
0.26265734 "SITTING" 8 0.0033490228
0.26265802 "WALKING_UPSTAIRS" 4 -0.0286908
0.26267934 "WALKING_UPSTAIRS" 14 0.0013988593
0.26268316 "WALKING" 29 -0.0015427462
0.26268394 "LAYING" 24 -0.014464409
0.2626952 "WALKING_DOWNSTAIRS" 18 -0.010800078
0.26272713 "WALKING" 23 -0.002377351
0.2627601 "WALKING_DOWNSTAIRS" 13 -0.0099263764
0.26276637 "LAYING" 20 -0.016368974
0.2627822 "WALKING_UPSTAIRS" 10 0.027902637
0.26282518 "STANDING" 14 -0.024069268
0.26284629 "WALKING_UPSTAIRS" 9 -0.055336435
0.26284831 "SITTING" 23 0.011625917
0.26284943 "WALKING_UPSTAIRS" 11 -0.027395745
0.26286556 "WALKING" 14 -0.0092322633
0.26287883 "STANDING" 3 -0.022379352
0.26288167 "LAYING" 19 -0.018213462
0.262895 "LAYING" 12 -0.016491249
0.26291889 "LAYING" 6 -0.016644676
0.26292 "WALKING_DOWNSTAIRS" 8 0.0065159909
0.26294232 "WALKING_UPSTAIRS" 2 0.0074128076
0.26295124 "LAYING" 7 -0.0080093914
0.26295204 "LAYING" 3 -0.021930064
0.2629554 "WALKING_DOWNSTAIRS" 21 0.010116625
0.26297221 "LAYING" 21 -0.017181648
0.26297624 "SITTING" 1 -0.00028737053
0.26297821 "SITTING" 20 -0.016029626
0.26299648 "LAYING" 4 -0.01304195
0.26302563 "WALKING" 25 -0.017905299
0.26303998 "WALKING" 5 -0.025308313
0.26307307 "LAYING" 3 -0.020708401
0.2631234 "LAYING" 3 -0.022800213
0.26312981 "STANDING" 19 -0.031005997
0.26313665 "LAYING" 28 -0.020357464
0.26314515 "WALKING_UPSTAIRS" 17 -0.00031383828
0.26315993 "WALKING_UPSTAIRS" 10 -0.03141669
0.26318289 "WALKING_UPSTAIRS" 13 -0.077039412
0.26319093 "SITTING" 17 -0.018482704
0.26320657 "SITTING" 26 0.0075271768
0.26324942 "LAYING" 17 0.0058298081
0.26325359 "STANDING" 13 -0.031230935
0.26326356 "WALKING" 17 -0.004046452
0.2632926 "WALKING_DOWNSTAIRS" 6 -0.032169444
0.26333579 "LAYING" 18 -0.016996481
0.26335273 "STANDING" 20 -0.030942527
0.26335582 "WALKING" 21 -0.04266959
0.26338493 "LAYING" 19 -0.019473076
0.26339038 "LAYING" 13 -0.012954164
0.26344418 "STANDING" 6 -0.065645275
0.26346261 "LAYING" 21 -0.020051046
0.26346967 "WALKING" 27 -0.014142748
0.2634923 "LAYING" 19 -0.028010879
0.26356005 "SITTING" 11 -0.0068152882
0.26358177 "WALKING" 30 0.0069283175
0.26360681 "SITTING" 6 -0.032312162
0.26361114 "WALKING_DOWNSTAIRS" 3 -0.012362911
0.26363105 "SITTING" 10 -0.0077021605
0.2636603 "LAYING" 24 -0.014489502
0.26372306 "LAYING" 21 -0.018749377
0.26372531 "WALKING" 3 -0.011218524
0.26374279 "WALKING_DOWNSTAIRS" 2 -0.02958616
0.26374523 "WALKING_DOWNSTAIRS" 27 -0.047822811
0.2637474 "LAYING" 11 -0.013255987
0.26375219 "SITTING" 11 -0.009094634
0.26375943 "WALKING_DOWNSTAIRS" 5 0.047499744
0.26377017 "STANDING" 3 -0.021187085
0.26378409 "LAYING" 14 -0.013554857
0.2637907 "LAYING" 23 -0.08554648
0.2638124 "LAYING" 15 -0.019594055
0.26381656 "STANDING" 23 -0.023520324
0.26383089 "WALKING_DOWNSTAIRS" 26 -0.0079250157
0.26383385 "LAYING" 26 -0.019790692
0.26383763 "WALKING_UPSTAIRS" 25 0.010002377
0.26385089 "LAYING" 7 -0.033852812
0.26396821 "WALKING_DOWNSTAIRS" 8 -0.0026062582
0.26397042 "WALKING_DOWNSTAIRS" 15 0.024480345
0.26397853 "LAYING" 13 -0.015035165
0.26399946 "WALKING_UPSTAIRS" 11 -0.018651717
0.2640154 "WALKING_UPSTAIRS" 26 0.038841572
0.26403907 "LAYING" 28 -0.017971554
0.26409218 "WALKING" 21 -0.023504491
0.26409696 "STANDING" 12 -0.028974072
0.26409826 "LAYING" 18 -0.018300035
0.2641059 "STANDING" 19 -0.038551622
0.2641304 "STANDING" 28 -0.033282721
0.26413773 "WALKING" 4 -0.054654853
0.26416854 "LAYING" 14 -0.021258981
0.26417402 "SITTING" 19 0.0062438472
0.26417866 "WALKING_UPSTAIRS" 10 -0.019133209
0.26420227 "SITTING" 8 -0.0077859627
0.26420741 "WALKING" 14 -0.021946415
0.26421068 "WALKING" 25 -0.0060721076
0.26421182 "LAYING" 27 -0.019223931
0.2642178 "SITTING" 4 -0.012400398
0.26422343 "SITTING" 20 -0.01008599
0.2642618 "SITTING" 20 -0.0091472989
0.26426907 "LAYING" 5 -0.015356381
0.26426913 "WALKING" 2 -0.011202192
0.26430263 "WALKING" 10 -0.050615541
0.26432984 "WALKING_UPSTAIRS" 11 -0.02207245
0.2643551 "WALKING" 14 -0.0087924405
0.26438022 "LAYING" 13 -0.020616555
0.26438063 "LAYING" 18 -0.01778032
0.26438295 "LAYING" 15 -0.015974832
0.26438426 "LAYING" 23 -0.017022344
0.2643868 "STANDING" 22 -0.040343237
0.26439312 "WALKING_UPSTAIRS" 1 0.0091204488
0.26445366 "LAYING" 23 -0.027493035
0.26453211 "LAYING" 22 -0.017684981
0.2645391 "SITTING" 1 -0.019722322
0.26454284 "WALKING" 29 0.0024843888
0.26456646 "LAYING" 23 -0.030599036
0.26459293 "STANDING" 9 0.015780489
0.26460094 "LAYING" 28 -0.01853424
0.26462594 "STANDING" 23 -0.02064546
0.26463599 "SITTING" 20 -0.0097173318
0.2646481 "SITTING" 19 -0.0032345512
0.26465899 "LAYING" 6 -0.019388071
0.26468173 "WALKING" 1 -0.0085919266
0.26471073 "SITTING" 26 -0.0085731259
0.26472423 "WALKING_DOWNSTAIRS" 26 0.018785412
0.26475474 "LAYING" 24 -0.015965589
0.26475519 "LAYING" 6 -0.013179591
0.26475951 "WALKING_UPSTAIRS" 19 0.073728571
0.2647803 "STANDING" 13 -0.032311069
0.26478934 "SITTING" 11 -0.0070321785
0.26479228 "WALKING_UPSTAIRS" 12 -0.015725847
0.2647964 "STANDING" 6 -0.038581499
0.26479729 "LAYING" 24 -0.016720761
0.26482439 "WALKING" 4 -0.021515022
0.26484622 "WALKING" 3 0.0065977921
0.26486367 "LAYING" 8 -0.014710648
0.26486552 "LAYING" 23 -0.018519097
0.2648722 "WALKING_DOWNSTAIRS" 23 -0.041463724
0.2648933 "LAYING" 23 -0.018325819
0.26492058 "LAYING" 26 -0.019085455
0.26492684 "WALKING_DOWNSTAIRS" 10 -0.024506751
0.26492976 "LAYING" 15 -0.01801493
0.26493582 "STANDING" 17 -0.030082424
0.2649466 "LAYING" 21 -0.018816484
0.26496066 "WALKING" 21 -0.034719215
0.2649733 "WALKING" 11 -0.00053211513
0.26501926 "STANDING" 14 -0.022088622
0.26505139 "SITTING" 8 -0.0058235448
0.26506662 "WALKING" 28 0.011494817
0.26507308 "WALKING" 7 -0.0075495451
0.26507718 "WALKING_UPSTAIRS" 14 -0.068742106
0.26507852 "LAYING" 17 -0.01849476
0.26508228 "WALKING_DOWNSTAIRS" 24 -0.008829066
0.2650999 "WALKING_UPSTAIRS" 26 -0.090490742
0.26510472 "WALKING_DOWNSTAIRS" 18 -0.060315685
0.26511027 "LAYING" 8 -0.015065119
0.26511616 "LAYING" 8 0.011963731
0.26514169 "WALKING" 24 -0.027666979
0.26514184 "LAYING" 7 -0.06929051
